id_listing_anon,dim_room_type,dim_person_capacity,dim_bathrooms,dim_total_reviews
03340119-a661-43f3-bdd8-9957852de0f1,Entire home/apt,5,1.0,0
0334bc33-c33e-4dfb-9dc3-37e660d8b2ac,Private room,4,2.5,0
033fb303-2ecd-4eaf-9c74-b81b0728e755,Entire home/apt,4,1.0,0
03419ee4-8b24-4a13-b1e5-8b789fd095ba,Private room,1,,0
0342de90-f081-47c1-b802-637f2f48f02c,Entire home/apt,4,1.0,0
034759b4-b5ad-4741-a287-9a8261d2cdc1,Entire home/apt,5,2.0,57
035206f2-de3e-4a15-8f8a-c05630529249,Private room,1,1.0,8
03619b9e-12e4-4cfc-befa-1ddc485e63a8,Private room,2,1.0,10
03736c19-03a9-41cf-8a61-5ad9108cf175,Entire home/apt,4,1.0,2
0375d64b-97a2-4e2e-b193-f93ef39f6b74,Entire home/apt,4,1.0,0
037ffef6-fbb8-4389-8c5d-b2cc4e259ef8,Entire home/apt,4,2.0,3
0383735d-54a9-4d74-8d18-90360f99e1b3,Entire home/apt,2,1.0,32
0399235a-679e-4a1b-ac55-5d26cea0f77a,Entire home/apt,6,2.0,2
03d44f08-2e04-4eb5-99ea-b3df27e5e0ff,Entire home/apt,4,2.0,0
03d5f96e-8856-4f61-a748-35d50f230688,Private room,1,1.0,0
03d8c655-44a6-42b4-a50b-8245d84ff465,Entire home/apt,2,1.0,0
03e83090-ab80-4bb0-ae2f-d8a3388575da,Private room,2,2.0,3
041563f8-3d6a-442e-8e2f-22824aa380c3,Entire home/apt,2,1.0,0
04193cf3-9ac9-438a-b7c4-cdca9004356f,Entire home/apt,13,4.0,1
042262a4-c948-49aa-aa37-c214a4281d6e,Private room,2,3.0,53
04345b03-61ba-4242-9dd6-3551c33acec1,Entire home/apt,6,1.0,1
049a61ec-1397-413b-a6cd-1d0d97695523,Entire home/apt,5,1.0,6
04a163a3-dd43-4b85-b940-6a6f460241f3,Private room,1,,0
04b255e5-99ea-4f12-8f00-5ffcf5cc55e8,Entire home/apt,4,1.0,10
04b425f8-02cc-4f9b-9367-bf9f2700f57f,Entire home/apt,3,1.0,3
04b7544d-41f0-42de-bd32-e345f2ded6f3,Entire home/apt,4,1.0,6
04b803f6-088b-4beb-866a-b62bd10a3027,Entire home/apt,2,1.0,0
04b8a7e5-8727-4b46-a824-1d4a83af973f,Entire home/apt,4,1.0,0
04c101e6-0417-4a39-94a8-a9d96bff01c5,Private room,1,,0
04c1fd98-bdba-4d45-a41f-4eeb5f4aaf82,Private room,1,1.0,14
04cc95a8-4f86-42ff-9b82-1b418b3bec8c,Entire home/apt,9,2.0,2
04d16a22-e376-4a20-b773-14cde0fd85b0,Private room,10,4.0,0
04e12728-7960-47ac-8e9e-78e29c2b1601,Private room,3,1.0,0
04e5880e-0f2f-4aa1-b1a5-6d1d3c414c40,Private room,2,1.0,1
04e78f5b-78cb-4da0-b25d-e7dea1a77edb,Private room,2,1.0,4
04fc1fe7-104e-4443-912f-9461771f58ea,Entire home/apt,2,1.0,0
05091863-7934-497e-a3bf-499faf9ddc85,Private room,4,1.0,0
0514b170-3bf9-45e7-85df-c2c0f0eb1790,Private room,1,1.0,0
051a7cea-cb34-4b5a-9632-22716472de8b,Private room,1,1.0,3
051f9242-25d8-4bf9-9be9-d059c9a276ef,Private room,6,1.0,3
052bf999-6fbe-43ff-9802-3eb9696957d6,Entire home/apt,4,1.0,5
0535e02d-b0db-4d10-aa3b-1e2894567908,Private room,8,2.0,6
053c0657-dd95-4bff-8590-6d0dab9999d1,Private room,2,1.0,1
053c0ddd-92ca-410f-bca2-7f9de625814f,Private room,1,,0
05452653-99ad-451c-96d2-d47ddb490b67,Entire home/apt,7,1.0,96
05505d61-1c28-4510-ba46-fd293d4b6600,Entire home/apt,3,1.0,132
05587c17-a511-45d1-9f12-76a9dce4136b,Shared room,2,,0
056de16a-639b-46ff-ae36-eba37c6087b2,Entire home/apt,4,1.0,0
058a2474-1735-4be2-a0dc-0640f6e1854d,Private room,1,2.0,0
0592d243-8a2d-4155-9dfa-4372c2cfc68d,Private room,1,1.0,1
05b7932c-dae8-446c-935c-bdd2d5913881,Entire home/apt,4,1.0,1
05c68dd1-8f7a-4183-8216-8d52b32b1bd3,Entire home/apt,4,1.0,0
05dba1bb-92ed-4713-ba52-210d4550a1e1,Private room,1,1.0,3
05e0680d-74f2-4ab7-bcc4-40847cb3402f,Entire home/apt,4,1.0,0
05e3e1dd-f994-4425-a59a-33e3dc752179,Private room,2,1.0,6
05ef1a3e-eb5d-4e0a-bf36-bdf406df16c4,Private room,1,1.0,0
05f3ace3-5b60-4762-baa2-8399fb8b327d,Private room,1,1.0,29
060c62b6-1e3b-4d96-9717-e3eeedf402c6,Private room,2,2.0,2
0616b749-ea1f-4243-8a3e-db93a247df0d,Private room,2,1.0,21
061b5301-2808-4a37-8d06-0aa6a5dc9d7e,Entire home/apt,10,2.0,8
062d66bd-2681-4367-965c-1a8054dd4ba3,Entire home/apt,2,1.0,20
0652ed44-7f59-41f0-8a86-37d64212103f,Entire home/apt,2,1.0,71
0654977e-fed9-4566-99a2-eae1a47cbd25,Entire home/apt,4,1.0,3
065ef116-72f1-49e7-a188-6a7e5df25aee,Private room,1,,0
066c6a70-970f-436d-914e-9ad57fc7e829,Entire home/apt,4,0.0,3
067ec22a-9acf-4fe7-8605-4cc83ca79078,Shared room,4,1.0,0
0680e55f-cd2e-4727-81f3-bbf66b93d713,Entire home/apt,4,1.0,2
06989883-6a17-4de8-993e-d8bf2a6f3c3c,Private room,4,2.0,19
06a33a17-5a59-4080-a1c5-0070c924fea8,Entire home/apt,2,1.0,0
06a7b45e-4b72-44ed-9670-023ca2605ea6,Private room,2,0.0,86
06a83e37-4f63-4516-98d6-40d2c6ef2a3e,Entire home/apt,4,1.0,0
06ab2322-0fd4-4ca6-9566-fee06e012464,Private room,2,1.0,4
06aca5c0-bf7a-412a-a9ff-53c1c0fdcd10,Private room,1,1.0,10
06aff27b-afa2-4306-a506-4a7f5a87f37a,Entire home/apt,2,1.0,2
06b2a4dc-dcb7-44f8-8d74-ca6bd10caf48,Entire home/apt,3,2.0,81
06d4014c-fcb0-44d0-ac69-0bcd3c4020e1,Entire home/apt,2,1.0,1
06eba470-c53b-491b-bfcc-fc1d31f2d3cd,Private room,2,1.0,0
06edcb39-6fc7-48e3-aa6d-25a06ef1e25c,Private room,2,1.0,1
06ef298c-8991-4a2d-90c7-1ca802e3752d,Entire home/apt,6,2.0,0
06ef86ee-4ac0-4eeb-b99c-66add790dda1,Entire home/apt,2,1.0,3
06f626a2-7efe-4760-9fa3-01b51e39cb55,Entire home/apt,2,1.0,8
06f6cb18-7397-4371-83c8-7e306274bf42,Entire home/apt,3,1.0,0
07062ece-0f26-4a1c-8dbe-7981dcaf5f18,Entire home/apt,2,1.0,1
07134c90-adfd-4d30-8c70-efd03b66aedb,Entire home/apt,3,1.0,0
071bae8c-3352-4f2f-ada9-1ef80ee54036,Entire home/apt,6,2.0,0
07215bb5-85b3-4e3b-8658-9823e389d0cf,Private room,2,1.0,0
07259e22-6834-4b0d-a24d-676a4fd18cc2,Entire home/apt,4,1.0,16
072e52cf-0b3f-4106-a420-5544492769e3,Entire home/apt,4,1.0,31
073518f6-45c7-4bb7-b28c-09fbe4fa44eb,Entire home/apt,5,1.0,5
07444cbf-7de1-43fa-b9e1-ab73fab033c0,Private room,1,1.0,1
075613d0-77e1-4a54-92a0-15b04956215d,Private room,1,2.0,0
0758ad62-8f03-48b6-b819-17f8065659bd,Private room,1,2.0,0
0766d4eb-81d5-42ba-b5ef-e2e454c7bba6,Private room,2,1.0,10
07701934-87a6-45fa-8bb5-daea3cecc18b,Entire home/apt,3,1.0,1
07762118-f93c-4e0d-91f8-5855aea3864f,Entire home/apt,2,,10
0777633e-7235-4b7b-a074-67e955e7ae84,Entire home/apt,7,2.0,8
078655d1-2785-4a18-b97f-0e6d4eca872c,Entire home/apt,2,1.0,8
07a2c5bb-cd20-472e-8f5e-87372f1e97b0,Entire home/apt,4,1.0,23
07a9f418-b34b-452d-b600-75c4c181a76d,Private room,2,1.0,0
07aa7ef1-fbe9-4f3e-8b35-5acd1e416d00,Entire home/apt,4,1.0,3
07b24b6f-bf57-4992-a516-9232ac565078,Private room,2,1.0,63
07c0612e-d285-47d2-9a64-abb42febe11a,Private room,3,1.0,0
07dc5ee5-19c8-4359-88ac-952f50654847,Entire home/apt,5,1.0,2
07fc1029-52b0-4d32-9ece-150ac930e24b,Private room,2,1.0,26
0823e0d2-0839-40da-9dcc-93bc8cb6a951,Entire home/apt,6,3.0,0
08498e39-8e99-417e-b2da-4b2ec2541a1e,Private room,4,1.0,6
0855a2e2-f0f6-4801-8800-c86ef15275c7,Private room,10,3.0,0
085af64d-b724-46a2-8285-520fcdaab311,Private room,5,1.5,1
0868185a-0ab1-47b9-989f-e483800a0d53,Entire home/apt,4,1.0,2
086e10b1-a39d-47ce-9ca1-49dde6d73690,Entire home/apt,6,2.0,9
087324bd-7d67-493c-8d9b-82aa539778ec,Entire home/apt,4,1.0,7
087ef24c-42b5-4a56-bd7b-9611fbdc481e,Entire home/apt,2,1.5,0
087fe5cd-7492-4400-99e1-2526e4097ac3,Entire home/apt,3,1.0,1
08891e4f-937f-4a9c-8c31-758bbf4fb79a,Entire home/apt,6,1.0,39
0893838d-c5fc-471b-9068-c07ce1df29aa,Entire home/apt,10,2.0,7
08c15669-633c-400c-8292-d054b9b30528,Entire home/apt,2,1.0,7
08c7297c-f5d3-4e51-b57b-ceab54d0395c,Entire home/apt,4,1.0,9
08ccd619-8c82-4ea4-aa0d-9a09304508ca,Private room,2,2.0,19
08cd13ff-1e6a-41b2-b90c-a1426963d8de,Private room,16,,6
08cd76f5-f6e9-4735-87cc-b2cb934e6da7,Entire home/apt,4,1.0,2
08cf6873-f571-44b8-b293-64d694c16dcb,Private room,3,1.0,0
08db4fd9-3b89-4c26-a74b-5b02f8f0d617,Private room,6,1.0,3
08e60e83-f2b8-4764-8fc7-b56e50e13259,Entire home/apt,7,2.0,7
08faa021-3db0-447e-a979-9c936c45f684,Entire home/apt,4,1.0,0
090a4164-775b-43f3-b17a-37a0d46b67b5,Private room,6,2.0,10
09136da5-0ee0-41c7-a97a-54ae1cdf9b9d,Entire home/apt,10,2.0,10
091b4b5c-8aa3-48ad-a34c-3a31f615537e,Entire home/apt,4,1.0,7
091fad36-021a-43c1-90b5-053f1bdec4a9,Entire home/apt,5,1.0,4
092eb455-938e-4409-a848-8fd154213bac,Private room,2,1.0,4
0937bee4-fcec-4cce-9640-d39c36370106,Entire home/apt,2,1.0,0
093f44d0-e5b9-4220-ba6a-a1e27d1f94bb,Private room,1,1.0,4
0944ddad-dc45-482e-bf93-74135fbb3d6d,Private room,2,,0
09486c20-c942-431d-96af-2c44cd7f632e,Private room,2,,0
0969c883-2e9f-4077-812f-ba9f9339c811,Entire home/apt,4,2.0,2
096c6b11-d623-40e2-bb36-85234a2b216f,Private room,1,0.5,0
096f4b8f-4c82-45ec-80a9-b65da5c5ccce,Entire home/apt,8,2.0,2
097edcb3-db2e-4af0-b036-ff07e62c2025,Private room,16,2.0,11
0986b5a8-4618-492f-af68-9bd1f6681dbf,Entire home/apt,4,1.0,3
0991e8b0-fd08-4464-8dd1-fc703180ce02,Private room,1,2.0,1
0999413d-eb37-4a67-a9a4-75581fee9512,Private room,4,2.0,0
099d89f9-c112-4028-95d3-106dccd1a96a,Private room,1,1.0,0
09a56c1b-9d66-4d88-b3fd-afa2eab75a2b,Entire home/apt,2,1.0,41
09adb418-cb5b-4995-aa39-6f9e1f740d55,Entire home/apt,5,1.0,56
09c67b6e-04a3-43ea-994c-43b756b6eb99,Entire home/apt,6,1.0,33
09c712a6-7a02-4e66-b581-525504466987,Entire home/apt,3,1.5,3
09c731fd-fe60-4a09-aa10-03a0a70f3898,Private room,1,1.0,0
09e41c10-3289-4261-af0a-5b110e17ccb6,Entire home/apt,8,2.0,0
09f03cd2-0190-4247-8928-7be0bda1363f,Entire home/apt,5,1.0,0
0a2463ae-8e1f-4069-abba-19c28f03ae45,Entire home/apt,2,1.0,2
0a31ee7b-23a7-4c52-84c6-ee688d3b6421,Entire home/apt,4,1.0,0
0a409673-82cd-4a7b-bd8a-d0657f73ecea,Private room,3,1.0,17
0a45edb6-114b-48dc-8270-7a0200cc77d1,Entire home/apt,2,1.0,0
0a478619-067a-4130-aaf3-2ccd576af391,Private room,2,1.0,7
0a4fe4e7-08ec-4e5e-9afc-4cccdb4e8024,Entire home/apt,5,1.0,6
0a56af18-71e3-42eb-aa0c-227dccad7529,Private room,2,2.0,23
0a6bfd67-da21-4936-b085-f88a0976f9ff,Entire home/apt,4,3.0,0
0a6c9edb-0ab1-4881-bd90-9840cf141f24,Entire home/apt,5,1.0,1
0a71e7f2-32e5-4428-98ae-b4491b35ab49,Entire home/apt,4,1.0,11
0a7d0ee3-f85e-4956-8ac0-3fe8dbcadc39,Entire home/apt,4,2.5,0
0a891cd3-744f-48c7-9c60-de7898636e7f,Entire home/apt,4,1.0,0
0a8b9553-be52-499f-8f53-0ecc42715f4e,Entire home/apt,6,1.0,2
0a8c522c-1acf-416e-8fda-5947ff042f09,Entire home/apt,3,1.0,14
0ab35ddf-2474-422a-8743-41177e81946d,Private room,3,1.0,0
0ac072fe-b88b-4e8f-b519-f47278d87573,Private room,2,2.0,0
0ac4a0b2-1683-4062-9baf-75c829243064,Entire home/apt,4,1.0,5
0ac53c64-a2c4-4c1e-9d17-d7b2262e38ff,Private room,2,0.0,2
0ad810fe-9b6c-449c-8c4e-dd6bf22af1c1,Entire home/apt,4,2.0,0
0ae3b5ad-4e6d-48c2-8dab-9df102f9a099,Private room,2,1.0,4
0aee8f41-c476-43cc-8df0-130b267883d6,Private room,3,2.0,4
0af76a4e-fb61-4438-a7b9-00d441a60066,Entire home/apt,2,1.0,8
0af8a10b-8d47-4ff3-b0d2-88c31e1b15c0,Private room,3,,0
0b0e93ad-e66e-4da3-a45d-85d611dc3364,Private room,1,1.0,3
0b225865-b1ee-468d-8339-4ef8f526512c,Entire home/apt,5,1.0,0
0b2f7589-4b6f-4738-88a7-f04d4b3d2945,Private room,1,3.0,0
0b30e40a-fadf-4759-a72a-612e3cd92a18,Entire home/apt,3,,0
0b35304c-78e1-4a79-9855-1048542063a3,Private room,3,2.0,3
0b5b759a-188a-4a4e-9933-dbe0bdbb9d4d,Entire home/apt,4,1.0,4
0b74b2fb-96ee-4feb-8c81-dce6afe0aa50,Entire home/apt,2,1.0,0
0b7a62fd-d1c2-4f6b-8311-4691214f7222,Private room,3,2.0,2
0b8e23b4-e783-4c6d-9ef3-e1fb9f1e3527,Entire home/apt,4,1.0,1
0b94bb7d-920e-4201-807d-b4f2b752bf76,Private room,1,1.0,1
0bab8d77-5322-4199-89c7-9b45593325c7,Entire home/apt,2,1.0,0
0bbe9ebb-9e5c-4cca-96fe-2807e26b6998,Private room,2,1.0,1
0bc17f60-01c3-4f52-b2be-97016d352b9e,Private room,2,,3
0bc992f8-43fd-4289-b350-bf6d7d459974,Entire home/apt,4,1.0,1
0c0fe9fb-db53-4cff-943f-2aa382bad0af,Private room,1,1.0,0
0c195a5d-2ca2-444b-9b0c-fb88b6dbed61,Entire home/apt,5,1.0,15
0c3ce21a-7f85-42c1-921e-b670fab6bd5f,Entire home/apt,2,1.0,11
0c5726fb-e113-4643-83cb-39b356216f50,Shared room,12,2.0,0
0c5766f5-a4d3-414f-b713-ec8125fa721e,Private room,5,,0
0c5c0743-c885-40d6-add0-82bb45813176,Entire home/apt,4,1.0,54
0c71ccfd-9c69-40d3-b2b0-5f295910594f,Private room,1,2.0,0
0c7ee591-cc01-4062-8ab3-b2bf93496959,Entire home/apt,8,2.0,11
0ca61a56-cd46-4847-ba35-bee4bfd63bfa,Entire home/apt,5,1.0,1
0cc3823f-f29c-4305-98ff-a02ee06a4f51,Private room,1,,17
0cc3b03d-2224-4674-bb69-b800c29c2c20,Private room,4,,0
0ceb316d-3d4f-4659-ae94-a48473d7b7a4,Entire home/apt,4,1.0,20
0cf02960-a73c-4f6c-ac96-d91920a9a9a0,Private room,2,1.0,1
0d0da8bc-be57-4643-80a3-c6a641ea6c55,Entire home/apt,3,1.5,37
0d1d732d-6bbc-4098-9f9d-99f0895140a8,Entire home/apt,3,2.0,0
0d3bad86-766a-4dfc-bceb-1f753da91520,Entire home/apt,3,1.0,20
0d4132f1-3b90-437a-b1ef-7b9cbd1befa8,Private room,2,2.0,0
0d43e7a3-b1b4-440e-8d26-a617f1424916,Entire home/apt,4,1.0,16
0d4e9ffb-1622-47b6-886d-b91a9f5b6189,Private room,2,1.0,23
0d562c22-9936-4c47-aac3-45fe69a9256e,Entire home/apt,4,1.0,0
0d6e66ba-8d14-42e0-88b3-118b2b4b02a7,Entire home/apt,6,1.0,18
0d78462f-c1c3-4ae8-bfb2-d7ad1acf9276,Private room,2,1.0,1
0d8455b8-3139-4483-b451-376a6cd883ae,Entire home/apt,6,,10
0d99df83-bfee-45e7-8399-93cc22c7c06b,Shared room,3,1.0,0
0da8d7d6-697e-45d1-90f5-0efc43c8ce01,Private room,2,1.0,0
0dc072cb-36b1-4718-81f2-040b535a1920,Private room,2,2.0,0
0dc281cb-0a12-4c6a-a201-e7340709f466,Entire home/apt,5,1.0,17
0dd0d73f-d4b9-42ad-92fe-7c8fcb1ff7a0,Entire home/apt,6,,0
0dd61051-8172-44d2-ab0d-3fc8cd4f65e9,Entire home/apt,5,1.0,0
0e365bcb-2939-49de-b953-d095a3c2a167,Entire home/apt,6,2.0,5
0e425eff-e067-4486-90ef-d83301bd083d,Entire home/apt,3,1.0,79
0e4464ec-f16a-41ca-a436-367553b652cf,Entire home/apt,5,2.0,34
0e50afd2-a09c-42a6-ba83-b0d8c93488aa,Entire home/apt,7,3.0,0
0e599cda-0757-4b7b-a64c-892e80364585,Entire home/apt,2,1.0,5
0e66c264-93b7-4c5b-ae4f-47e88c97d61d,Entire home/apt,4,,0
0e70a236-e414-4d5c-8f50-e0f16dbd0929,Entire home/apt,3,1.0,122
0e796535-ff07-48af-b6a9-e4ba4a022d4a,Entire home/apt,4,1.0,2
0e84ac66-6daa-4be0-969f-a9b3e54eb74f,Entire home/apt,5,1.0,8
0e8acf68-1240-4321-bfa3-2a1b80b250ce,Private room,1,0.0,3
0ea0367c-e577-4924-a722-73cb7c2f359d,Private room,2,,0
0ec86ce9-f813-49d3-b710-f3df8ac1bfde,Private room,2,2.0,12
0ed08c5e-60e0-44e2-927c-f95f720b4c67,Entire home/apt,6,2.0,3
0ed3654e-8aef-4179-9943-de5d320b31ce,Entire home/apt,3,1.0,7
0ee38fee-9ae0-476f-a189-b07c61b6e808,Entire home/apt,5,1.0,0
0ee7f814-6ab5-42f4-a8e3-e7135beec53f,Entire home/apt,7,3.0,19
0eeb0503-8356-43ca-a0d5-50a06b0876e7,Entire home/apt,3,1.0,0
0eedcff5-f2e2-40ab-86ac-aacf8c17599e,Private room,1,,0
0ef1de50-ea5d-4957-bdd2-95254478bbdd,Entire home/apt,6,1.0,4
0ef20bf8-3b5a-47f1-9f21-daa190113481,Private room,2,2.0,4
0f02ba13-69b9-4d49-9549-56b10c1bff57,Private room,2,,0
0f24ff7e-2ad5-4eab-98b2-23ecbd4ab5ee,Entire home/apt,3,1.0,0
0f2592a1-eb21-4bde-8cbe-9101eb4b1d85,Entire home/apt,6,2.0,2
0f326d70-338e-4519-950b-ef89868578a4,Private room,1,1.0,3
0f3723d2-db31-40b9-99ba-15b30f977dae,Private room,1,0.5,4
0f594e1c-44c6-4637-9dbd-8ad0e41dcdb8,Entire home/apt,2,1.0,11
0f7c9718-adba-4f0b-ae3b-4f2ffb607c5a,Entire home/apt,4,1.0,2
0f9f0f8c-08c0-4a5d-97ef-9f4d811b484d,Private room,1,1.0,38
0fb88f73-e8f4-4807-8640-02e3e6305b80,Entire home/apt,4,2.0,8
0fb94418-672b-43d3-ae2c-b40a4090408d,Private room,1,,1
0fc26237-08a4-4836-886d-e54e1da15364,Entire home/apt,4,1.0,13
0fc967fc-4494-43f9-a3f5-baa4c49458a2,Private room,2,0.5,15
0fd6ed14-a8df-4221-83a3-879295006773,Private room,1,1.0,0
0fde085e-eadb-4f1b-8d2a-b4555cae95e2,Entire home/apt,4,2.0,0
0fe0c877-e3d9-41bd-85f7-922678242ed4,Private room,2,1.0,114
0fe8b0cc-05cd-46db-892b-f9b125c9230b,Private room,2,1.0,1
0ff47ef7-2541-4868-a7d7-00e72be45f08,Entire home/apt,2,1.0,3
0ff733b1-c86f-4c89-97e1-6040d2f8345c,Entire home/apt,5,,0
0ff7a0e5-9760-45a8-8583-409aa0f77e56,Private room,1,1.0,16
0ff9e2cc-bfee-47e3-8b24-8cb8df5506a0,Entire home/apt,2,1.0,9
0ffd73b7-f973-41df-b422-57456a101f90,Entire home/apt,6,2.0,1
1015d033-0fc0-4f31-a91a-813e2a70f992,Entire home/apt,2,1.0,5
101cd748-0f48-4032-b9b6-67009f4f560c,Entire home/apt,11,2.0,24
101e337f-4cee-434a-a522-49176c8b1e04,Entire home/apt,4,1.0,1
101fb5d5-2c50-408f-8675-d74b3643e7e8,Entire home/apt,7,2.0,20
103652ac-635b-47bc-b07e-5da933128f8a,Private room,1,2.0,0
1036ae53-2465-4be1-b48d-002ff92ffe76,Entire home/apt,3,1.0,11
104603f5-7d2e-4745-b8f7-8c5035d634e5,Private room,1,1.0,0
1057f933-f9ca-444c-93d7-82eeaeef1624,Entire home/apt,8,2.0,17
105a9ffa-ce09-4bf6-bfe9-c273b4492bff,Entire home/apt,4,1.0,0
10658b70-7b8e-4339-98c1-2bcea0a93923,Private room,4,1.5,0
107a6ae2-abcb-4306-bd77-bdcfc404f5fc,Private room,3,2.0,1
107f93f2-64fc-4902-924f-706142c64c9a,Private room,2,,0
108114f2-8744-4708-b24c-24fd1c000ac5,Private room,16,2.0,2
108212e9-d688-4981-9b2a-5b805f499080,Entire home/apt,3,1.0,3
10884c02-66fe-4d75-b8c8-75cda6433dc5,Entire home/apt,3,1.0,1
109624df-c9e4-4c41-8970-b4e2504cfa9e,Private room,2,1.0,37
109df47a-620e-4a47-a321-7b2b6ac8a403,Private room,3,1.0,0
10a18d38-c63c-4be1-be4b-d8205f01e60a,Entire home/apt,4,1.0,0
10cc7577-6cb5-4de5-88d7-7b1dd7e00057,Entire home/apt,3,1.0,5
10d88e87-369b-408a-95a4-c5874f755ecb,Private room,2,2.0,0
110d64fe-b3fe-4270-9c5c-1b748203fb4f,Private room,1,1.5,0
111dd94c-16b7-49cd-9669-4cc14591ceed,Entire home/apt,2,1.0,0
11388768-58ef-48a1-9be1-97e5bb488f89,Entire home/apt,3,1.0,3
11396aeb-c74c-47af-9a7a-7605c0cf5c3a,Entire home/apt,2,1.0,32
11459375-d33e-4ac3-9f62-e32268efa50b,Private room,1,1.0,0
114a788a-0175-448c-b186-0f62df41a7fd,Entire home/apt,3,1.0,13
