id_user_anon,dim_language,dim_country,ts_first_verified
ae8be9f5-1bf0-4852-96fe-a6169e04e061,en,US,-unknown-
56fe6383-2f18-4064-8d2a-d1b4b921d00e,en,US,2014-04-15 01:39:50
b764c902-8d0a-4f31-ac87-7addb37a44f1,en,US,2013-12-23 22:12:04
80722fb5-a3f3-4810-b5c8-d491154e87d8,en,SG,-unknown-
582dbb2b-c259-4d22-a7c4-cc630bfa8163,es,US,-unknown-
a345846d-ae85-49b7-85b8-44594345359c,en,IT,-unknown-
d7aa16d4-7d89-4b8c-a1c6-b67dc362f329,en,US,-unknown-
3fb65e31-a760-4f24-aa06-e46863bf58e8,en,DE,2013-12-27 19:55:07
07f3b68a-da24-4254-89bc-b9ba677ffff5,en,ES,-unknown-
fa4d8768-5d2e-4035-841e-ba049bba18c7,es,ES,2013-11-13 13:32:58
a1405ed3-5252-48a6-95c2-b473ad6ace1f,en,US,2014-09-27 23:36:14
502cb9dd-777e-41fa-9349-11c09eab3cca,es,ES,-unknown-
4aa5a721-c60f-48c8-88ea-84eeb8ecf5b1,en,US,-unknown-
278c7431-2005-4a8b-9853-635dfd110e1b,en,US,-unknown-
77de453e-1142-4dbe-8ef6-c019184f2ad8,es,ES,-unknown-
10103b36-fdc9-447a-9cd1-1f531917bbea,en,ES,2014-01-26 13:43:10
907a4cc6-23e0-48fc-ab7e-9238c74664ba,en,AM,-unknown-
9ebb5c11-a3f3-4334-a931-d502badacad9,en,US,2014-06-21 04:33:19
79d0eb93-dbfd-472d-a760-7acae2e79c65,en,US,2013-11-13 13:43:24
af780f43-2d13-4523-87be-b7397804d3d6,en,CA,-unknown-
099676ed-d468-4674-8385-af7bbadf654f,en,LT,2013-10-24 11:11:26
242a9fd5-4f4f-4c67-ad1a-537c85004a3f,en,US,2014-04-17 17:30:39
c87d4f3d-40a8-40f5-9e80-6b958969f557,fr,FR,-unknown-
4de114a8-a784-465f-b1a0-2647e01ebbc3,en,US,2013-10-27 20:50:32
be500822-a1e4-440f-84de-18b461b38edf,fr,FR,-unknown-
abc9ecec-4235-4ec2-83ab-9b21624fc637,it,IT,-unknown-
0bdbfb44-3276-420f-837f-13a395beb287,en,IL,2013-11-13 13:49:09
db352533-ab08-4f12-a9f1-f77598faff6a,en,US,-unknown-
b558638a-2c93-4af6-a93c-e215e2db885b,es,ES,-unknown-
4c79ca33-8d17-403e-9d80-f7d3f9d0f46b,fr,FR,-unknown-
a99feb59-54f5-48ed-9445-182cc85877e8,en,US,-unknown-
6976b0b0-152d-4c32-a01e-67ac18be9802,en,HU,-unknown-
726b01a1-876b-4577-bcb1-26aacdf9be8d,en,IT,2015-01-16 14:27:20
ef32cc0e-c12f-4e9c-96e8-8b607b9b7550,en,US,2013-11-13 13:55:14
375ae730-2ade-43a5-a63b-b2488202a7bb,en,ES,2014-05-22 17:58:48
9675d702-c9ca-44c0-a9b7-167b05f8642c,en,US,-unknown-
365a63b4-fc48-40c4-bdc6-23c2f443a8cd,es,ES,2014-04-15 21:04:59
025d03b6-e639-4c0e-aa7a-d022062394b2,es,AR,-unknown-
43b31adf-eb25-423b-915b-80787e86579c,en,CA,-unknown-
881dbe67-f7bc-4011-90a7-1aafcb9b6aa9,es,ES,-unknown-
26e8ed67-db3d-40c7-89f0-5768b193e71a,en,AR,-unknown-
7a045c65-3e1e-4b80-9644-e4adc16177fc,en,ID,-unknown-
86dcf343-e3ec-4496-b5c1-e80e1326300a,en,CA,-unknown-
89f34a53-bb05-4f57-bafd-eca70ed24526,en,US,-unknown-
83dcf007-fc00-4eda-b640-4411f6f17e95,en,GB,-unknown-
96c807fa-776d-445b-b658-0d21e8ad6fab,fr,GB,2014-06-04 20:45:12
25a8ff22-6ed0-48a9-87b3-88a49b497867,en,US,2013-11-13 14:06:18
7bbbf2c8-1d1b-4c5a-b657-6fb70631721b,es,AR,2014-01-12 19:52:17
efb5cabf-6dad-425b-b691-88f0cf411218,es,VE,-unknown-
5f95403f-a50a-46af-a9a1-a204616bbdef,es,ES,-unknown-
65a9f744-c9f6-4b8b-aa23-3ae3c19f248b,en,US,-unknown-
c15690df-f078-42a5-86f3-7ec624e28b5f,ru,RU,-unknown-
769f96a1-7d02-4c9e-a7a7-95116e4a1c0a,no,NO,2014-04-09 10:50:52
a8289230-ccc2-4400-bf4f-14b2095a9ac1,en,US,2013-11-13 14:13:35
985cc0c6-2fbc-41f2-8533-7cdad32ec9fb,en,GB,-unknown-
30766098-8fd1-4474-a984-014f67ce383e,fi,FI,2015-02-03 08:43:14
8babde90-a235-49b8-8d67-b962e41eed90,en,US,2014-03-17 16:31:07
45462bc9-68a4-4f00-a2d3-5d66fc9f2fca,en,FI,-unknown-
48e8d171-a10b-4346-9417-1fce46baa193,en,US,-unknown-
6de30054-5353-4f82-bf40-cd41615049a8,en,US,-unknown-
b325174a-2da0-4642-87b0-6fe857dc2bdb,en,US,2013-11-13 14:25:21
8d41dfc4-df03-4ae1-b7b9-c68aa88d950c,en,US,-unknown-
fbd84165-708d-4326-b53e-f896b9ec49b5,en,US,-unknown-
708c0895-abc8-42bc-9081-df84a3978753,en,US,2013-11-13 14:28:21
700d050d-efb3-4242-bd7d-5f3eb48893b8,en,TR,2014-08-31 09:12:59
6d1ed3fb-2b5c-4226-a2b0-35b9040151d2,it,IT,-unknown-
4920e06c-e25d-4e4e-8357-ef74b6293b50,en,GB,2013-10-28 11:29:55
868ba4d2-bc95-4aec-bf19-3476bab179d6,es,ES,-unknown-
b1fc69e8-7342-4de4-92ea-98194d24fab4,en,US,-unknown-
53af52cd-c955-4ba8-a020-dfd42b39d055,es,ES,-unknown-
f0a3e30d-98c0-48e4-a3fc-7e51092e6953,en,US,-unknown-
51ce6e46-8d21-421c-a6c8-0be8c78543ca,en,US,-unknown-
e570242d-a606-41f9-af31-12936ed80832,pl,PL,-unknown-
90abc670-acf3-4821-956c-f7eb8d49764f,es,ES,-unknown-
3aaeabd8-3c6a-4791-b6c8-eef7bdffafcc,en,US,-unknown-
80df5d86-62fb-4901-a583-9a2c10bfdc61,en,GB,2014-06-19 00:28:51
301b5ddc-44bb-4b5b-b2b2-d9a71f2338ab,en,US,2013-11-06 06:29:40
32c341a4-7896-428a-9cd0-e907f08a2fec,en,ES,-unknown-
89e03f3b-ae7e-44d1-89a9-1c3a880601d0,en,US,2014-05-06 22:22:02
55a9b44b-2c9d-4cf6-b26e-f6d51e175744,en,US,2014-01-29 00:32:03
eae988b6-0e0d-4bc7-96bb-30073c37b426,es,ES,-unknown-
c6c67168-a4b8-4f2b-8786-a8792ee923c2,es,ES,-unknown-
e36d769e-21fb-4211-910d-44c84a02bcab,en,US,2014-06-29 16:58:04
b98b571f-872d-40e8-8f29-fd94f29a8722,en,AU,-unknown-
09fef76b-86d5-4bf2-809d-4f6bea459d27,en,AU,-unknown-
b272844b-5935-4a65-962a-06403ab6eef1,fr,MA,-unknown-
e7b980ba-a6e2-4332-ab4b-de2490e15102,en,GB,-unknown-
1f2638eb-c3cb-4aa3-af04-23e7c39dd9d1,es,ES,2013-10-17 10:50:01
12b168fb-c382-4277-a095-35a6b6752d38,en,US,2013-11-13 14:50:16
c8b958de-c7f1-496f-8c61-d21f0ba5e618,en,US,-unknown-
83a4bc6d-574f-4b6b-8ebb-1c4944764922,en,HU,-unknown-
a529b2a7-c3d4-44fa-aabd-423d272f643c,en,US,2013-11-29 17:02:08
15979f83-89d8-427b-8da6-c4c832ce8c47,en,ES,2014-01-07 12:57:29
a00546b7-9a1d-46cc-bf99-9bd42f86ecbe,es,ES,-unknown-
66b21256-d44b-4ec4-a704-75a741f9c1e5,en,GB,-unknown-
ca070bdf-cbff-4f2d-908d-894c407c701d,en,US,-unknown-
e0063eb0-1553-40be-868f-a12ad6f4615d,es,CR,-unknown-
dbec07bb-de16-4c15-9704-852184c0627c,en,AU,-unknown-
3c2d7927-f0e7-42c0-9f1c-9d77a310503c,pt,BR,2014-10-29 16:46:18
e299c4d2-b681-4801-a1c4-a2c4e89f482d,ru,RU,-unknown-
c7d303a0-56ad-448f-8b42-b7c38cabbb52,es,ES,-unknown-
86350a07-8712-44dc-9008-1f560ad337cc,en,ZA,-unknown-
15c2056c-19c1-4515-9f2d-8b760f6eaa07,en,GB,2013-10-29 11:51:15
fd938df2-334d-425f-9854-ae845699cd6c,es,ES,-unknown-
0fb676aa-b3b1-4bc5-8c6e-78d1e32de286,de,DE,-unknown-
709d48d2-3598-428f-814b-15effe216810,es,AR,-unknown-
9696992f-e45d-4837-bf58-0f5fd93206e5,es,ES,2014-09-29 11:03:55
734edc54-493a-4202-ac23-0bbda7e6fda4,es,ES,2013-11-13 15:10:12
d209995a-d21a-479b-97bd-0326fa93e617,en,IT,-unknown-
e30e7295-ad3d-476f-9182-78e3f071a6d7,es,ES,-unknown-
8d07a2c8-91ac-4341-b7f7-8e578f65527a,de,DE,2014-02-02 17:16:22
15046bba-6571-4049-a08b-a14a99f6c80c,en,IT,2013-11-13 15:15:51
47d3e834-5790-478d-bed6-ddc400877fde,en,GB,-unknown-
e2e4ba92-850d-4dad-98f0-4a4eccd00ea1,en,PE,-unknown-
bea589e1-dbe8-4871-aeee-afb8edcaa98d,es,ES,-unknown-
1eaa49e5-1301-442d-bf50-b3bd9fff97c7,da,DK,2014-04-25 09:38:39
2e9bce89-cff6-45ee-9d5e-20883fec2f4d,en,US,-unknown-
10ea5ed2-3314-4888-96c0-4bfd111e65ef,es,ES,-unknown-
73001055-dd68-4487-9c78-97c7b1fec3d3,en,US,2013-11-13 15:26:25
d59cff98-9e80-408e-b547-071535a9a849,en,RO,2014-04-28 12:21:48
56386cdc-7c0f-41d7-82ce-88318b593190,en,US,2014-05-24 11:33:00
601fe151-158f-44b1-a407-6a72123532db,en,US,2014-04-25 18:42:47
5f05e948-4e85-4e62-946a-b8f79bc42683,en,US,-unknown-
899811a7-e349-4ab0-9e15-3511c9ea71be,es,ES,-unknown-
60ca344b-23c5-4b2c-9a80-f1ebe578e596,es,ES,-unknown-
111af60c-de1d-4d21-97d4-f0e91ab156b0,es,ES,-unknown-
a1cbc198-9913-45de-8c20-cc25e3ac9c20,en,IT,-unknown-
b53fec64-1894-47c0-9c58-5bdb16e71cec,es,ES,2013-11-13 15:38:31
4b084824-a2f9-46c9-8fb7-5bf4fd4bed59,en,GB,2013-11-13 15:39:57
746551ae-aa68-4e42-9dbc-f09c8f84ef9f,es,ES,-unknown-
603dd649-90c3-4156-b2ba-c124ae0c563f,en,GB,2013-10-17 15:52:02
7d911fb9-729b-4f13-b2c8-be34860d7a95,en,US,2014-04-15 22:40:03
d4113141-1106-4fa1-8f5e-67d50a5ce6e3,es,CO,-unknown-
21ce5965-cb82-448e-a86c-49d1c8e5ea60,en,RU,2013-11-13 15:45:49
403c40c2-828d-47e2-abd2-88e361516aa8,en,GB,-unknown-
b5575b7e-6ed9-4a1b-82e2-8ebd1748b4be,en,GB,2014-04-25 01:05:14
b651d28d-b23f-4fd0-8821-77657a47e0d6,es,ES,-unknown-
d11344ca-4402-474f-89e3-1eebda8432ff,en,US,-unknown-
0ebb1f60-6e91-4c0d-809e-2baa75f6e0ab,en,ES,2013-11-13 15:55:58
21045a3f-e425-4e7a-b762-2c1bbecb0293,de,DE,-unknown-
cfbce0f6-7d57-47ff-be35-49d213e04372,fr,CA,-unknown-
ed4ec8b2-dc43-400a-9c74-bd8a3eedeade,en,US,2013-12-10 02:55:05
5b3e047e-f7b4-4bd7-b0b1-a23436fe14fb,es,ES,-unknown-
696d1048-f36c-4629-a1b2-266370f17d60,es,ES,2014-05-02 17:27:35
4b32b39c-f99a-40e8-b299-c83eacc89f22,es,ES,2015-02-25 10:02:13
ee04246d-255d-419a-b735-dff9a0599190,fr,DE,2014-01-23 15:56:22
7628c34d-8fa1-4314-a1e9-ae069107a681,en,GB,2013-10-27 07:46:33
f7d80ccd-a0d5-4869-8ba8-7b62cfb67ef8,en,US,2013-11-13 16:08:56
083803a0-16d2-441c-b255-345546bebb76,en,IT,2014-01-11 12:06:24
5b95a327-e88d-4628-9cc0-7c5a69dc9efe,it,IT,-unknown-
94574144-999c-414b-b854-47537f7e56ec,en,GB,-unknown-
ba1a1579-163c-4dc2-bb93-157e6940a041,es,ES,-unknown-
f8717b72-6f91-4452-a9fa-408e930a1c03,en,US,2013-11-13 16:12:38
376f1274-bb95-4a42-9c89-8ffc11c2550a,es,ES,-unknown-
2290b48f-a78a-4f09-ad28-78ea45ad33cf,zh,TW,2013-11-22 12:58:02
ce68e14e-099a-464d-bc23-5b544d5c801f,es,CO,-unknown-
5f02912a-ab86-4cfc-8fa5-528ea7e9f2db,en,US,2013-11-13 16:16:46
